income_100k,debt_100k,defaulted
1.685,0.603,0
0.654,0.768,0
1.953,1.598,0
1.739,0.755,0
1.780,0.813,0
2.101,1.532,0
1.695,0.665,0
1.087,0.788,0
1.670,0.958,0
2.406,0.593,0
1.366,0.343,0
1.453,0.283,0
0.853,0.566,0
2.365,1.174,0
1.156,1.094,1
1.044,1.550,0
1.185,1.041,0
0.992,0.443,0
1.289,0.284,0
2.485,0.476,0
2.019,0.547,0
2.649,0.420,0
2.720,1.050,0
0.977,0.409,0
1.765,0.870,0
2.735,0.972,1
3.852,0.243,0
0.782,0.501,0
0.779,1.262,0
1.756,1.006,1
1.243,0.676,0
0.937,0.344,0
1.691,0.430,0
1.023,0.663,0
0.542,1.265,0
1.421,0.829,0
1.514,0.603,0
1.887,0.719,0
2.149,0.970,0
1.552,0.241,0
1.296,0.367,0
1.077,0.643,0
0.707,1.229,1
1.188,1.144,0
2.201,0.412,0
1.897,0.640,0
3.462,0.420,0
1.343,0.510,0
0.666,0.684,1
2.045,0.518,0
2.238,0.465,0
0.868,0.333,0
0.717,0.264,0
1.530,0.568,0
1.945,0.701,0
0.885,0.886,0
1.238,0.403,0
1.026,0.424,0
0.862,1.263,1
0.813,0.793,0
1.521,1.026,0
1.220,0.462,0
1.073,0.426,0
0.467,0.335,0
3.032,1.087,0
0.954,0.338,0
1.349,0.244,0
0.877,0.418,0
1.683,1.264,0
0.748,0.640,0
1.489,0.717,0
1.319,0.672,0
2.121,0.615,0
0.893,0.575,0
1.081,0.292,1
1.292,1.572,1
3.513,0.580,0
0.758,1.227,0
1.618,0.268,0
1.078,0.849,0
1.632,0.330,0
1.890,0.310,0
1.517,0.730,0
1.598,1.110,0
1.609,1.336,0
1.109,1.309,0
1.300,0.543,0
0.700,0.970,1
1.225,0.454,0
1.025,0.469,0
1.278,0.721,0
1.956,0.591,0
1.680,1.005,0
1.745,0.231,0
2.289,1.176,0
0.512,0.458,0
1.714,1.418,0
1.410,1.182,0
1.366,0.335,0
0.813,0.614,0
1.803,0.915,0
2.332,0.409,0
2.214,0.420,0
1.372,0.534,1
1.873,0.950,0
2.115,1.039,0
3.114,0.501,0
2.410,0.995,0
1.512,1.416,1
1.482,1.046,0
1.529,0.423,0
1.569,0.399,0
1.149,0.739,0
1.982,0.991,0
1.057,0.800,0
1.008,0.512,0
1.656,0.380,0
1.112,1.267,0
1.280,0.583,0
0.583,1.757,1
2.000,0.338,0
1.418,0.528,0
1.346,0.446,0
1.734,1.736,1
1.556,1.246,0
1.053,0.483,0
3.362,0.221,0
1.171,1.191,0
2.159,0.681,0
3.119,0.342,0
1.089,0.279,0
1.479,0.789,0
1.000,0.567,0
2.231,0.686,0
1.231,0.787,0
0.886,0.518,0
2.501,0.547,0
2.107,0.910,0
0.970,0.598,0
2.362,0.545,0
1.545,0.901,0
4.559,0.215,0
2.967,1.252,0
1.119,0.810,0
1.265,0.418,0
0.975,0.577,0
1.504,1.243,0
1.449,0.860,0
1.948,0.241,0
1.474,0.365,0
0.755,0.703,0
1.002,1.687,1
2.606,0.966,0
2.332,0.571,0
1.325,0.873,0
1.339,0.642,0
1.321,0.540,0
1.433,0.784,0
0.690,0.198,0
2.085,1.106,0
1.070,0.854,0
1.512,0.501,0
0.479,0.400,0
1.570,0.330,0
2.522,0.739,0
0.543,0.691,0
2.726,0.702,0
1.739,1.622,0
1.036,0.192,0
0.718,0.430,0
2.339,0.418,0
1.588,1.069,0
1.831,0.556,0
1.263,0.381,0
1.008,0.714,0
2.063,0.796,0
0.942,1.536,0
2.090,0.733,0
0.692,0.502,0
0.953,0.485,0
0.760,0.409,0
2.492,0.832,0
0.669,0.996,0
0.870,0.564,0
1.885,0.592,0
1.566,1.353,0
3.643,0.674,0
3.132,0.837,0
1.851,0.353,0
1.909,0.458,0
0.647,0.199,0
0.971,0.303,0
1.232,0.780,0
1.315,1.259,0
0.785,0.551,0
0.951,0.333,0
0.986,0.671,1
2.241,1.191,0
1.704,0.583,0
1.230,1.053,0
1.260,0.616,0
1.608,0.326,0
1.051,0.389,0
1.267,0.555,0
0.676,2.215,1
1.893,0.878,0
2.146,0.560,0
1.658,0.747,0
1.743,0.716,0
1.660,0.501,0
3.416,0.602,0
1.549,0.555,0
0.803,0.956,0
0.903,1.494,1
1.927,1.317,0
2.245,0.536,0
1.977,0.863,0
2.037,0.430,0
1.537,0.352,0
0.747,0.665,0
1.045,0.890,0
0.650,0.617,0
1.200,1.003,0
0.788,1.003,0
1.478,0.965,0
1.317,0.587,0
0.612,0.304,0
1.944,1.705,0
1.967,0.492,0
0.778,0.952,0
1.508,0.832,0
1.930,0.529,0
1.249,1.729,1
2.049,0.922,0
1.536,0.634,0
2.250,0.509,0
1.534,0.377,0
1.318,0.320,0
1.764,0.872,0
1.984,0.502,0
1.575,0.499,0
1.165,0.841,0
1.005,0.528,0
1.203,0.911,0
1.103,0.451,0
1.544,0.481,0
1.520,1.053,0
1.361,0.441,0
1.411,0.891,0
1.521,0.841,0
2.780,0.641,0
2.377,0.259,0
1.099,0.313,0
1.694,0.352,0
1.224,0.317,0
1.352,1.020,1
1.269,0.397,0
1.076,0.325,0
0.782,0.484,0
0.485,0.605,0
1.538,0.257,0
2.353,0.886,0
0.952,0.945,0
1.755,0.461,0
1.192,0.989,0
1.590,0.274,0
0.993,0.472,0
1.274,0.583,0
1.342,0.662,0
0.502,1.190,0
1.546,0.533,0
1.326,0.368,0
0.480,0.716,0
1.865,0.694,0
1.387,0.813,0
1.537,0.532,0
1.645,0.700,0
1.174,0.468,0
0.881,0.865,0
1.159,0.445,0
1.167,0.455,0
3.688,1.199,0
3.132,0.422,0
1.137,0.638,0
1.174,0.867,0
1.616,0.536,0
1.796,1.040,0
1.039,0.465,0
0.908,1.108,0
3.257,0.274,0
2.223,0.306,0
0.713,0.661,0
0.650,1.381,1
0.979,1.525,0
1.544,0.400,0
1.780,0.627,0
1.209,0.488,0
0.693,0.200,0
1.543,0.943,0
1.823,0.520,0
1.401,1.337,1
1.129,0.740,0
1.801,0.478,0
1.367,0.438,0
0.859,0.575,0
1.460,0.814,0
0.796,0.489,0
2.134,2.904,1
1.719,0.713,0
0.906,0.344,0
1.536,0.665,0
2.420,1.183,0
0.548,0.803,0
1.317,0.532,0
2.878,0.445,0
0.710,0.415,0
1.301,0.336,0
0.750,0.482,0
1.359,0.734,0
0.489,0.469,0
0.687,1.536,1
1.106,0.781,0
1.487,0.501,0
1.653,0.626,0
1.687,1.408,0
2.318,0.253,0
1.902,0.724,0
1.936,2.713,0
0.910,1.095,0
1.307,0.390,0
5.675,0.681,0
3.794,0.561,0
2.016,2.871,1
1.939,0.443,0
2.163,0.550,0
1.172,0.533,0
3.318,0.295,0
1.187,0.107,1
1.350,0.560,0
3.654,0.841,0
0.559,0.504,0
1.642,0.832,0
0.655,0.957,0
1.049,0.929,0
1.345,0.254,1
1.198,1.441,1
1.512,1.014,0
0.997,0.984,0
1.338,0.640,0
0.828,0.636,0
1.180,0.475,0
0.758,0.799,0
1.872,1.050,0
0.789,0.468,0
1.903,0.992,0
1.166,0.495,0
1.224,0.878,0
2.362,0.589,0
1.469,1.014,0
0.604,1.809,1
1.747,0.720,0
0.387,0.488,0
1.576,0.506,0
1.172,0.893,0
0.752,0.487,0
1.450,1.083,0
1.221,0.749,0
3.414,1.041,0
1.152,0.473,0
3.320,0.380,0
2.590,0.426,0
1.067,0.791,0
0.974,0.417,1
2.520,0.929,0
1.318,0.209,0
1.503,0.445,0
1.250,0.583,0
0.817,0.237,0
1.186,0.458,0
0.913,0.284,0
0.707,0.614,0
1.228,0.560,0
3.104,0.954,0
2.880,0.405,0
1.362,0.264,0
1.488,0.475,0
1.760,0.685,0
2.570,0.672,0
1.614,0.699,0
1.131,1.236,0
1.176,0.527,0
2.324,0.569,0
4.484,0.404,0
1.058,0.463,0
0.560,1.125,0
2.012,0.777,0
1.353,0.155,0
1.490,1.228,0
2.436,0.217,0
1.443,0.512,0
0.773,1.082,0
0.582,0.686,0
1.371,0.865,0
0.834,1.024,0
1.595,0.752,0
0.791,0.324,0
1.196,0.781,0
0.725,0.438,0
1.190,0.173,0
1.147,0.546,0
1.829,0.861,0
2.558,0.683,0
1.290,0.643,1
0.952,1.641,0
3.368,0.742,0
1.649,1.050,0
1.843,0.765,0
1.841,1.561,1
2.691,0.524,0
2.204,1.214,0
1.900,1.718,1
1.977,0.523,0
0.954,1.130,0
1.067,0.308,0
1.337,0.761,0
1.462,0.956,0
1.414,0.409,0
1.611,0.243,0
1.419,0.659,0
1.158,0.537,0
0.677,0.710,0
2.041,0.753,0
1.826,1.009,0
0.945,1.500,1
1.754,0.813,0
1.675,0.281,0
1.449,0.927,0
0.614,0.795,0
0.816,0.697,0
1.071,1.520,1
2.896,0.744,0
0.954,0.531,0
1.201,0.829,0
0.852,0.271,0
1.125,1.084,1
1.636,0.667,0
0.553,1.613,1
0.392,0.936,0
1.889,0.792,0
1.425,0.715,0
1.069,0.341,0
2.168,0.619,0
2.169,0.761,0
0.547,1.104,0
1.301,0.818,0
2.308,0.944,0
1.039,0.940,0
1.218,0.487,0
2.153,0.764,0
1.243,0.577,0
0.819,0.329,0
1.030,0.286,0
0.773,1.016,0
1.799,1.412,0
0.646,1.403,1
2.200,0.410,0
0.669,1.465,1
1.431,1.512,1
0.725,0.431,0
1.217,0.846,0
2.221,1.641,1
2.323,0.684,0
2.521,1.236,0
1.347,0.465,0
1.472,0.542,0
1.557,1.048,0
1.850,0.596,0
1.172,0.698,0
2.300,0.685,0
1.623,0.374,0
2.346,1.462,0
1.738,0.605,0
1.902,0.545,0
1.010,0.512,0
1.163,0.674,0
0.784,0.393,0
1.228,1.041,0
1.296,0.542,0
2.042,1.000,0
0.796,0.405,0
6.000,0.375,0
1.327,0.395,0
2.470,0.737,0
2.239,0.318,0
0.451,1.026,0
1.246,0.544,0
2.721,1.057,0
0.471,0.529,1
1.982,1.009,0
0.929,0.373,0
1.137,0.358,0
1.551,0.896,0
0.605,0.482,0
1.531,1.153,0
1.048,0.446,0
1.001,0.856,0
1.922,0.416,0
6.000,0.253,0
1.636,1.410,0
1.798,0.579,0
1.370,1.098,0
1.012,0.714,0
1.574,0.256,0
2.775,0.803,0
1.526,1.165,0
2.092,1.305,0
1.265,1.575,0
4.355,0.801,0
0.667,0.612,0
1.823,0.673,0
1.787,0.344,0
1.579,0.964,0
0.847,0.958,0
0.839,0.782,0
1.259,0.425,0
1.463,0.917,0
0.811,0.480,0
0.866,1.272,1
1.800,0.465,0
2.225,0.486,0
1.086,0.543,1
1.021,0.369,0
1.008,0.397,0
4.264,0.554,0
1.742,0.170,0
1.357,1.911,1
2.197,0.790,0
3.926,0.756,0
2.366,0.400,0
0.735,0.716,1
1.344,0.642,0
1.164,0.679,0
1.196,0.288,0
0.807,0.604,0
1.170,0.231,0
0.856,0.578,0
1.626,0.397,0
1.424,0.462,0
0.738,0.539,0
0.646,1.016,0
1.124,1.249,1
1.870,0.654,0
1.743,0.358,0
1.353,1.442,0
0.314,0.299,0
1.116,0.476,0
0.999,0.572,1
1.199,0.430,0
0.804,1.326,0
1.147,0.799,0
1.033,1.153,0
4.743,0.546,0
1.915,1.030,0
1.278,0.591,0
1.364,0.592,0
1.321,0.755,0
1.517,0.793,0
1.161,0.875,0
1.383,0.571,0
2.215,0.283,0
2.028,0.539,0
1.602,0.149,0
2.542,0.547,0
1.542,0.411,0
0.895,1.000,0
0.633,0.146,0
1.018,1.903,1
1.355,0.530,0
1.668,0.268,0
2.266,0.804,0
1.076,0.833,0
0.969,0.805,0
1.974,2.094,0
2.371,0.406,0
1.123,0.749,0
1.623,0.693,0
2.593,0.440,0
1.611,0.748,0
1.360,1.268,0
0.545,0.401,1
2.535,0.816,0
1.864,1.104,0
1.475,0.911,0
1.130,0.267,0
0.794,0.745,0
1.332,0.517,0
1.328,1.245,0
2.287,0.596,0
0.807,1.861,1
2.671,0.326,0
1.416,0.838,0
2.381,0.396,0
0.900,1.678,1
1.630,1.503,0
2.417,0.386,0
1.468,0.963,1
0.718,0.624,0
1.201,0.263,0
1.774,0.361,0
0.741,0.674,0
0.726,0.845,0
1.550,0.520,0
0.908,0.749,0
1.895,0.757,0
0.820,0.746,0
0.609,0.335,0
0.982,0.688,0
2.732,0.853,0
0.944,0.283,0
1.390,1.478,1
1.558,1.413,0
0.908,0.697,0
2.280,1.994,0
1.510,0.412,0
1.704,0.381,0
0.653,0.454,0
0.633,0.432,0
0.403,1.747,1
1.280,0.655,0
1.258,0.619,0
1.932,0.779,0
2.725,1.520,0
1.244,0.700,0
1.236,0.520,0
1.709,0.741,0
2.779,1.269,0
0.963,0.572,0
1.850,1.380,0
1.248,0.755,0
1.200,0.580,0
2.015,0.836,0
0.977,1.876,1
0.862,0.560,0
1.883,1.354,1
1.380,0.869,0
1.239,0.697,0
1.314,0.657,0
1.746,0.999,0
1.182,0.894,0
1.971,0.783,0
1.682,0.915,0
2.722,0.400,0
2.469,0.448,0
2.054,0.371,0
1.274,0.530,0
1.473,0.570,0
1.069,0.523,0
5.044,0.855,0
1.264,0.382,0
1.794,0.560,0
2.576,1.024,0
0.756,1.597,1
0.963,0.658,0
1.170,1.228,0
0.893,1.347,0
0.789,0.368,0
1.107,0.729,0
2.501,0.362,0
1.937,0.518,0
1.420,0.798,0
1.416,0.322,0
0.662,0.853,0
1.913,0.593,0
1.694,0.561,0
0.859,0.855,0
1.535,0.409,0
1.283,0.255,0
1.108,0.649,0
0.896,0.432,0
1.032,0.574,0
0.915,0.352,0
1.722,0.384,0
1.649,0.366,0
1.618,0.319,0
1.289,0.410,0
1.165,0.417,0
3.509,0.647,0
0.605,3.534,1
2.398,0.456,0
1.641,0.270,1
1.444,0.871,0
1.113,0.327,0
1.269,0.393,0
0.821,0.528,0
0.750,0.650,0
1.331,0.660,0
0.664,0.725,0
2.043,0.596,0
2.313,1.155,0
0.300,0.999,1
0.696,0.473,0
1.583,0.565,0
1.541,0.305,0
1.473,0.906,0
1.694,0.567,0
1.960,1.772,0
2.069,0.439,0
3.135,1.437,0
1.418,0.386,0
2.067,0.256,0
0.675,0.399,0
1.321,0.762,1
0.810,1.096,0
2.624,0.395,0
4.010,1.066,0
1.789,0.478,0
0.781,0.480,0
1.333,0.538,0
1.421,1.540,0
1.534,0.698,0
2.290,0.745,0
2.155,0.280,0
0.426,0.691,0
2.595,0.735,0
1.122,1.522,0
1.091,0.396,0
2.655,0.432,0
1.245,0.385,0
0.758,0.445,0
0.773,0.907,0
1.441,0.411,0
2.112,1.255,0
2.759,0.643,0
1.300,0.386,0
1.137,0.444,0
2.915,0.301,0
1.143,0.289,0
2.706,1.171,0
1.561,1.012,0
1.563,0.371,0
1.263,0.494,0
1.605,1.493,0
1.140,0.426,0
1.035,0.709,0
1.322,0.827,1
1.048,0.565,0
1.611,0.568,0
1.460,0.524,0
1.248,0.670,0
1.284,0.271,0
1.267,0.644,0
3.072,0.692,0
1.399,0.307,0
1.075,0.800,0
1.230,0.380,0
1.892,0.153,0
1.283,0.221,0
1.312,0.660,0
1.251,0.847,0
1.512,0.497,0
1.674,0.286,0
1.715,0.573,0
0.673,1.025,1
0.869,0.610,0
0.430,0.283,0
2.014,0.804,0
2.311,0.561,0
2.520,0.569,0
1.498,0.645,0
2.354,0.845,0
1.381,0.589,0
1.330,0.372,0
0.702,0.588,0
0.987,0.671,0
1.076,1.178,0
2.122,0.323,0
2.960,0.579,0
1.137,0.389,0
1.660,0.721,0
1.589,0.465,0
0.991,0.119,0
0.647,1.041,0
1.000,0.436,0
0.736,0.346,0
1.218,0.277,0
1.317,0.351,1
1.294,0.310,0
1.301,0.576,0
1.744,0.674,0
0.923,0.597,0
2.091,0.755,0
0.662,0.398,0
1.443,0.862,0
1.670,0.589,0
0.983,0.791,0
0.685,0.867,0
1.868,0.511,0
1.036,1.214,0
1.992,0.958,0
1.980,0.500,0
1.398,1.606,0
1.401,1.527,1
2.184,0.273,0
1.660,0.186,0
0.922,0.447,0
1.511,0.801,0
1.797,1.032,0
1.535,0.892,0
1.526,0.620,0
1.312,1.051,0
1.329,0.917,0
0.921,0.494,0
0.738,0.690,1
2.322,1.108,0
1.054,0.444,0
1.549,0.447,0
0.715,0.400,0
1.505,1.373,1
0.967,0.899,0
5.300,0.986,0
0.888,0.513,0
0.909,0.618,0
2.138,1.204,0
2.333,0.540,0
0.546,1.184,1
1.571,0.621,0
2.077,0.620,0
0.810,0.845,1
1.903,0.995,0
1.107,1.611,1
0.896,0.522,0
1.198,1.554,1
1.140,0.418,0
0.752,0.397,0
3.813,0.190,0
1.143,0.988,0
1.003,1.392,0
2.053,0.331,0
1.356,0.529,0
2.544,0.548,0
1.243,0.274,0
1.639,0.654,0
1.460,0.740,0
1.509,0.482,0
1.276,0.365,0
1.337,0.677,0
2.963,0.867,0
1.033,0.295,0
1.097,0.597,0
1.201,0.851,1
1.807,0.140,0
1.676,0.750,0
2.127,1.585,0
0.770,0.317,0
1.573,1.272,0
1.295,0.539,0
1.233,0.873,0
1.507,0.579,0
0.581,0.342,0
1.582,0.252,0
1.494,2.271,1
0.740,0.308,0
1.342,0.546,0
2.797,1.358,0
1.178,0.744,0
1.825,0.694,0
1.267,0.214,0
0.975,0.453,0
0.929,0.309,0
1.173,0.241,0
2.502,0.768,0
2.016,0.988,0
1.022,0.418,0
2.187,0.446,0
1.323,0.797,0
1.029,1.015,0
1.697,0.359,0
0.933,1.186,0
0.696,1.047,0
2.494,0.634,0
0.621,0.348,0
1.784,0.858,0
0.710,0.917,1
1.383,1.629,0
1.283,0.458,0
1.152,1.483,0
0.529,0.523,0
1.335,0.840,0
1.379,0.595,0
0.940,0.662,0
1.360,1.395,1
2.181,0.438,0
1.018,0.989,0
1.572,0.548,0
0.840,0.621,0
1.662,0.430,0
1.863,0.705,0
4.225,0.216,0
2.097,0.550,0
1.700,1.092,0
2.624,0.996,0
0.902,0.264,1
2.259,0.346,0
1.101,0.507,0
1.066,1.739,1
2.283,0.503,0
1.557,0.630,0
2.529,0.555,0
0.738,0.747,0
1.584,0.388,0
1.112,0.729,0
1.246,0.820,0
0.603,1.113,0
2.129,0.394,0
1.542,1.032,1
0.907,1.793,1
0.774,0.972,1
0.956,0.919,0
2.612,0.169,0
1.345,1.309,0
1.213,1.790,0
1.750,1.229,0
1.414,0.835,0
1.560,0.996,1
1.957,3.230,1
1.630,0.432,0
2.078,0.511,0
0.831,1.154,0
1.449,0.730,0
1.205,0.197,0
1.478,0.718,0
1.385,0.767,0
1.065,0.383,0
1.209,0.781,0
2.145,0.727,0
1.106,0.239,0
0.815,0.841,0
1.836,2.045,0
2.171,1.643,0
1.254,0.344,0
1.495,0.310,0
0.976,0.657,1
1.293,0.741,0
2.306,0.307,0
2.015,0.425,0
1.511,1.332,0
1.254,0.726,0
0.690,1.119,0
1.627,0.625,0
1.733,1.112,1
2.255,0.476,0
3.446,0.479,0
1.673,0.379,0
2.161,0.223,0
0.866,0.512,0
2.411,0.303,0
2.079,0.492,0
2.586,0.686,0
1.910,0.698,0
1.732,0.786,0
2.721,0.512,0
1.059,0.615,0
1.885,1.192,0
2.287,0.583,0
1.005,0.644,0
0.856,0.167,0
1.720,0.347,0
1.501,1.152,0
1.858,0.395,0
1.888,0.352,0
1.016,1.074,0
1.651,0.324,0
2.336,1.088,0
1.218,0.599,0
1.257,0.449,0
0.868,0.206,0
2.040,1.306,0
3.357,0.234,0
0.782,0.322,0
1.992,0.972,0
2.120,0.320,0
1.116,0.833,0
1.212,0.619,0
0.902,0.544,0
1.012,0.354,0
1.535,0.439,0
1.901,0.733,0
1.503,0.369,0
2.078,0.891,0
1.563,0.719,0
0.856,0.848,0
2.701,0.716,0
2.403,0.858,0
1.047,0.776,0
3.111,0.991,0
1.757,0.775,0
1.516,0.752,0
3.318,0.382,0
0.478,0.245,0
0.708,0.648,0
1.955,1.065,0
1.286,0.379,0
0.946,0.264,0
2.776,0.467,0
1.774,0.767,0
0.819,1.006,0
1.073,0.528,0
2.078,0.331,0
3.139,0.609,0
0.596,0.914,0
1.601,0.612,0
1.214,1.096,0
0.667,0.478,1
1.335,1.015,0
0.711,1.543,0
1.135,0.365,0
2.922,0.392,0
1.800,0.899,0
2.025,3.474,1
1.870,0.831,0
1.680,0.621,0
2.203,1.290,0
0.862,0.592,0
1.228,0.260,0
2.092,0.374,0
1.045,1.318,0
1.188,0.251,0
2.446,0.289,0
2.824,0.987,0
1.104,0.684,0
1.007,1.222,0
1.862,0.353,0
1.624,0.421,0
1.073,0.521,0
1.874,0.320,0
1.840,0.555,0
1.495,0.574,0
5.245,1.012,0
2.622,0.601,0
2.065,0.506,0
2.263,0.826,0
5.302,1.156,0
2.339,1.114,0
1.053,0.733,0
1.663,0.512,0
1.492,0.486,0
1.126,0.308,0
1.620,0.654,0
1.614,0.622,0
1.410,1.554,1
1.167,0.710,0
2.081,0.949,0
0.717,1.290,0
2.077,0.226,0
1.452,0.442,0
1.631,0.554,0
0.509,0.673,0
3.027,0.338,0
0.676,1.009,1
0.989,1.035,0
1.919,0.830,0
1.108,0.915,1
1.209,0.345,0
0.541,1.175,0
1.194,0.451,0
1.588,0.224,0
1.950,0.675,0
1.275,0.795,0
1.593,0.433,0
1.755,0.254,0
1.075,0.335,0
1.040,0.580,1
3.432,0.157,0
0.995,1.106,0
2.491,1.091,0
1.493,0.571,0
2.769,1.126,0
1.093,0.576,0
1.818,0.338,0
1.675,0.891,0
1.310,0.857,0
1.660,0.379,0
1.032,0.291,0
1.398,0.367,0
1.214,1.196,0
2.025,0.533,0
1.391,2.942,1
0.784,0.439,0
1.229,0.878,0
1.387,0.751,0
0.972,0.557,0
2.604,0.996,0
1.731,0.394,0
2.100,0.611,0
1.034,0.331,0
1.215,0.190,0
2.259,0.654,0
0.770,0.336,0
1.703,0.308,0
1.507,0.867,0
1.161,0.576,0
1.507,0.778,0
0.901,1.627,0
1.599,0.695,1
0.846,0.808,0
0.824,0.328,0
2.685,0.998,0
1.062,1.006,1
0.569,0.354,0
2.227,0.904,0
1.030,0.751,0
0.306,0.561,0
1.412,0.661,1
2.182,2.384,1
1.692,0.442,0
3.097,0.525,0
1.370,0.667,0
1.887,0.571,0
0.928,0.232,0
1.557,0.900,0
2.851,1.046,0
1.810,1.633,0
1.557,0.463,0
0.604,0.316,0
1.226,0.904,0
0.819,0.359,0
2.043,0.630,0
1.045,0.505,1
1.700,0.700,0
0.930,0.494,0
3.339,0.927,0
0.862,0.381,0
1.540,2.338,0
4.640,0.969,0
1.594,0.448,0
0.985,0.371,0
1.903,0.570,0
2.249,0.488,0
2.131,0.401,0
0.606,1.360,0
1.595,1.078,0
0.565,0.348,0
3.361,0.859,0
1.496,0.637,0
1.182,0.965,0
1.954,0.440,0
1.800,2.040,0
0.857,0.660,0
2.981,1.894,1
1.302,0.488,0
0.664,1.328,0
2.699,0.596,0
2.864,1.582,0
2.532,0.573,0
1.850,0.352,0
0.976,0.351,0
2.200,0.447,0
3.314,0.883,0
2.084,0.778,0
2.956,0.676,0
1.028,1.136,0
2.283,1.560,0
2.201,0.365,0
0.748,1.102,0
0.704,2.263,1
1.054,0.451,1
1.505,0.465,0
1.776,0.792,0
1.313,0.720,0
1.410,0.472,0
1.381,0.610,0
1.510,1.538,0
1.884,1.050,0
1.812,0.407,0
1.417,0.248,0
1.630,0.346,0
1.188,0.701,0
2.072,0.412,0
1.160,0.400,0
3.021,0.944,0
1.438,0.543,0
1.642,0.515,0
1.035,0.715,0
1.246,1.411,0
1.564,0.752,0
1.466,0.929,0
1.101,0.665,0
0.865,1.490,1
1.480,0.324,0
1.557,0.343,0
1.857,0.481,1
2.536,1.938,1
1.264,1.486,1
0.596,0.348,0
1.364,0.494,0
0.637,0.861,0
0.818,0.661,0
2.304,1.036,0
1.873,0.486,0
1.090,0.256,0
1.095,0.894,0
1.397,1.266,0
0.663,0.274,0
1.803,0.227,0
1.244,0.496,0
3.312,0.228,0
0.905,0.807,0
2.278,0.337,0
1.072,0.958,0
2.296,0.528,0
0.939,0.685,0
2.020,0.917,0
1.195,0.570,0
1.006,0.365,0
1.360,1.054,0
1.801,0.284,0
1.744,1.382,1
2.950,0.456,0
2.102,0.477,0
0.447,0.792,0
1.216,0.802,0
0.596,0.842,0
1.225,0.285,0
1.924,0.393,0
0.799,0.770,0
0.858,0.782,0
1.553,0.606,0
1.279,1.299,0
2.959,0.579,0
1.682,1.070,1
1.848,1.158,0
3.189,0.772,0
1.163,0.574,0
1.455,0.958,0
0.933,0.816,0
1.635,0.897,0
2.316,0.397,0
2.690,0.825,0
1.433,1.533,0
1.059,0.547,0
1.033,0.690,0
0.779,0.561,0
1.538,1.037,0
2.681,0.206,0
0.503,1.537,0
0.549,0.847,0
2.733,0.565,0
0.708,0.744,0
1.691,1.188,0
0.828,0.785,0
2.071,0.925,0
2.072,1.238,0
1.573,0.703,0
2.113,0.963,0
1.492,1.439,0
1.880,0.873,0
3.311,0.457,0
2.391,0.980,0
1.086,1.961,1
1.018,0.539,0
1.312,0.823,0
1.318,0.812,0
1.509,1.042,0
1.114,0.513,0
1.959,0.636,0
1.487,1.873,1
1.720,0.939,1
1.467,0.458,0
1.928,0.990,0
0.854,0.666,0
2.977,1.491,0
1.710,0.267,0
1.791,0.679,0
1.927,1.100,0
2.381,0.322,0
2.039,0.428,0
1.630,0.835,0
1.350,0.657,0
0.700,0.546,0
1.614,0.761,0
1.274,0.301,0
1.273,0.407,0
4.323,1.656,0
0.636,0.453,0
1.504,0.817,0
2.531,0.626,0
2.261,1.029,0
2.563,0.771,0
0.830,0.803,1
0.953,1.216,1
1.940,0.768,0
1.285,0.255,0
3.172,0.449,0
1.628,1.401,1
1.605,1.149,1
1.792,0.568,0
1.301,0.271,0
1.552,0.437,0
1.086,2.002,0
1.447,1.237,0
1.184,1.253,0
1.652,0.268,0
0.778,0.308,0
0.753,0.467,0
1.811,0.308,0
1.631,0.684,0
0.955,0.355,0
1.330,0.833,0
0.919,0.570,0
3.691,0.475,0
0.730,0.918,0
3.186,0.821,0
1.018,0.691,0
1.782,0.528,0
1.310,0.626,0
1.243,0.226,0
2.248,0.222,0
2.129,0.445,0
1.295,0.693,1
0.980,1.676,1
3.750,0.798,0
2.776,0.376,0
1.573,0.494,0
1.292,0.323,0
1.684,0.628,0
1.532,0.612,0
2.529,0.630,0
0.956,0.744,0
1.491,1.130,0
1.038,0.931,0
2.659,0.343,0
3.325,1.016,0
1.418,0.371,0
1.883,0.791,0
2.781,0.677,0
1.291,1.600,1
0.971,0.608,0
2.359,0.610,0
1.856,0.554,0
1.346,1.025,0
2.852,0.761,0
1.644,0.557,0
0.663,1.011,0
1.727,2.015,0
1.439,1.555,0
3.446,1.452,0
1.467,0.482,0
1.347,0.613,0
1.800,0.704,0
1.651,0.256,0
0.785,1.638,1
1.560,0.296,0
1.276,0.801,0
2.782,0.330,0
4.355,0.691,0
0.894,1.010,0
0.958,0.856,0
1.012,0.405,0
1.101,0.454,0
1.084,1.067,0
1.516,0.624,0
2.415,0.688,0
0.824,1.073,0
0.740,0.166,0
0.646,0.742,0
2.433,1.279,0
2.688,1.697,0
0.742,0.937,1
0.710,0.435,0
1.569,1.091,0
2.420,1.782,0
2.336,0.458,0
1.615,0.438,0
2.012,0.596,0
1.715,0.518,0
1.153,0.215,0
3.494,0.180,0
1.480,0.319,0
0.897,0.460,0
1.199,0.818,0
0.740,0.486,0
1.492,0.711,0
2.425,1.354,0
0.838,3.262,1
2.459,1.038,0
3.799,0.381,0
1.756,1.106,0
0.879,0.645,0
1.009,0.778,0
1.274,1.088,0
0.832,0.982,0
0.844,0.318,0
1.317,0.349,0
1.365,0.746,0
1.945,0.945,0
0.863,2.016,0
3.440,0.893,0
2.388,0.530,0
